zone_id,origin_side,current_side,lower,upper,origin_timestamp,available_timestamp,qualified_timestamp,qualified_lower,qualified_upper,qualified_score,qualified_sources,status,score,current_score,sources,source_details,pivot_count,last_pivot_bar_index,approach_ready,pending_touch_bar_index,rejection_cooldown_until,touches,retests,last_touch_timestamp,break_timestamp,invalidated_timestamp
9,demand,demand,416.9,417.49,2021-04-28T18:00:00Z,2021-04-29T15:00:00Z,2021-05-17T15:00:00Z,416.9,417.49,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2021-04-28T18:00:00Z|pivot:2021-05-14T18:00:00Z,2,141,True,,230,2,4,2021-06-03T14:30:00Z,2021-05-21T14:30:00Z,2021-06-17T18:00:00Z
15,demand,demand,411.67,412.12,2021-05-04T15:00:00Z,2021-05-04T19:00:00Z,2021-05-13T18:00:00Z,411.67,412.12,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2021-05-04T15:00:00Z|pivot:2021-05-13T14:00:00Z,2,130,True,,166,1,2,2021-05-20T14:30:00Z,2021-05-14T14:30:00Z,2021-06-23T15:00:00Z
16,supply,supply,416.9,417.63,2021-05-05T16:00:00Z,2021-05-05T20:00:00Z,2021-05-06T19:00:00Z,416.9,417.63,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2021-05-05T16:00:00Z|pivot:2021-05-06T15:00:00Z,2,96,False,,100,1,0,2021-05-06T16:00:00Z,2021-05-06T20:00:00Z,2021-05-14T19:00:00Z
20,supply,demand,422.54,422.82,2021-05-07T15:00:00Z,2021-05-07T19:00:00Z,2021-06-01T17:00:00Z,422.54,422.82,2,pivot|repeated_pivot,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2021-05-07T15:00:00Z|pivot:2021-06-01T13:30:00Z|pivot:2021-06-04T19:00:00Z|pivot:2021-06-23T19:00:00Z,4,331,True,,330,10,3,2021-06-23T17:00:00Z,2021-06-22T19:00:00Z,2021-06-28T15:00:00Z
29,supply,supply,415.56,416.14,2021-05-18T13:30:00Z,2021-05-18T17:00:00Z,2021-05-20T19:00:00Z,415.56,416.14,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2021-05-18T13:30:00Z|pivot:2021-05-20T15:00:00Z,2,166,False,,169,1,0,2021-05-20T16:00:00Z,2021-05-21T14:30:00Z,2021-05-28T20:00:00Z
34,demand,demand,414.45,415.0,2021-05-21T16:00:00Z,2021-05-21T20:00:00Z,2021-06-21T16:00:00Z,414.45,415.0,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2021-05-21T16:00:00Z|pivot:2021-06-18T19:00:00Z,2,310,True,,313,1,0,2021-06-18T20:00:00Z,,2021-07-13T16:00:00Z
39,demand,supply,419.12,419.6,2021-05-27T19:00:00Z,2021-05-28T16:00:00Z,2021-06-02T14:30:00Z,419.12,419.6,2,pivot|repeated_pivot,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2021-05-27T19:00:00Z|pivot:2021-06-01T17:00:00Z|volume:POC:2021-06-03:419.139792,2,217,False,,234,1,1,2021-06-03T19:00:00Z,2021-06-04T14:30:00Z,2021-06-11T20:00:00Z
40,supply,supply,420.84,421.25,2021-05-28T16:00:00Z,2021-05-28T20:00:00Z,2021-06-02T19:00:00Z,420.84,421.25,2,pivot|repeated_pivot,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2021-05-28T16:00:00Z|pivot:2021-06-02T15:00:00Z,2,222,False,,317,4,2,2021-06-21T18:00:00Z,2021-06-22T15:00:00Z,2021-06-30T14:30:00Z
47,supply,demand,423.1353110825644,423.26,2021-06-08T13:30:00Z,2021-06-08T17:00:00Z,2021-06-09T17:00:00Z,423.1353110825644,423.26,2,pivot|repeated_pivot,expired,4,4,order_block|pivot|repeated_pivot|role_flip,pivot:2021-06-08T13:30:00Z|pivot:2021-06-09T13:30:00Z|pivot:2021-06-11T16:00:00Z|order_block:2021-06-14T16:00:00Z|structure_break:2021-06-14T19:00:00Z|pivot:2021-06-14T17:00:00Z,4,280,False,,328,4,3,2021-06-23T15:00:00Z,2021-06-23T20:00:00Z,2021-07-01T19:00:00Z
52,supply,supply,424.19,424.63,2021-06-10T14:00:00Z,2021-06-10T18:00:00Z,2021-06-11T17:00:00Z,424.19,424.63,2,pivot|repeated_pivot,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2021-06-10T14:00:00Z|pivot:2021-06-11T13:30:00Z,2,269,False,,287,1,2,2021-06-15T16:00:00Z,2021-06-15T19:00:00Z,2021-06-23T18:00:00Z
79,demand,demand,434.81,435.42,2021-07-14T15:00:00Z,2021-07-14T19:00:00Z,2021-07-22T18:00:00Z,434.81,435.42,4,order_block|pivot|repeated_pivot|role_flip,expired,5,5,order_block|pivot|repeated_pivot|role_flip|volume_profile,pivot:2021-07-14T15:00:00Z|order_block:2021-07-15T13:30:00Z|structure_break:2021-07-15T17:00:00Z|pivot:2021-07-22T14:00:00Z|volume:POC:2021-07-22:435.170208,2,466,True,,473,2,2,2021-07-22T20:00:00Z,2021-07-22T19:00:00Z,2021-09-01T15:00:00Z
83,supply,demand,435.911212542928,436.34,2021-07-16T13:30:00Z,2021-07-16T17:00:00Z,2021-07-28T14:30:00Z,435.911212542928,436.34,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2021-07-16T13:30:00Z|pivot:2021-07-27T17:00:00Z|pivot:2021-08-03T14:00:00Z|pivot:2021-08-19T13:30:00Z,4,605,True,,608,2,1,2021-08-19T14:30:00Z,2021-07-23T14:30:00Z,2021-09-02T20:00:00Z
86,supply,supply,440.85,441.03,2021-07-26T19:00:00Z,2021-07-27T16:00:00Z,2021-08-18T14:30:00Z,440.85,441.03,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2021-07-26T19:00:00Z|pivot:2021-08-17T17:00:00Z,2,595,False,,609,2,4,2021-08-19T16:00:00Z,2021-08-20T14:30:00Z,2021-08-27T20:00:00Z
114,supply,supply,448.0794170958048,448.46,2021-08-23T17:00:00Z,2021-08-24T14:30:00Z,2021-09-14T17:00:00Z,448.0794170958048,448.46,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2021-08-23T17:00:00Z|pivot:2021-08-24T14:00:00Z|volume:POC:2021-08-24:448.190000|pivot:2021-09-14T13:30:00Z|pivot:2021-09-15T19:00:00Z,3,737,True,,740,4,2,2021-09-15T20:00:00Z,2021-09-10T16:00:00Z,2021-10-12T17:00:00Z
134,demand,demand,444.11,444.89,2021-09-13T19:00:00Z,2021-09-14T16:00:00Z,2021-09-24T14:30:00Z,444.11,444.89,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2021-09-13T19:00:00Z|pivot:2021-09-23T17:00:00Z,2,777,True,,888,2,2,2021-10-15T15:00:00Z,2021-10-15T14:30:00Z,2021-11-01T19:00:00Z
166,supply,supply,457.77,458.94,2021-10-26T14:00:00Z,2021-10-26T18:00:00Z,2021-11-29T17:00:00Z,457.77,458.94,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2021-10-26T14:00:00Z|volume:POC:2021-10-29:458.476667|pivot:2021-11-26T17:00:00Z,2,1091,False,,1131,6,4,2021-12-06T16:00:00Z,2021-12-06T18:00:00Z,2021-12-14T17:00:00Z
177,supply,demand,470.26,470.65,2021-11-05T14:00:00Z,2021-11-05T18:00:00Z,2021-11-17T16:00:00Z,470.26,470.65,2,pivot|repeated_pivot,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2021-11-05T14:00:00Z|pivot:2021-11-16T19:00:00Z,2,1044,False,,1072,2,1,2021-11-22T18:00:00Z,2021-11-22T21:00:00Z,2021-12-02T16:00:00Z
178,supply,demand,469.29649401092524,469.57,2021-11-09T14:30:00Z,2021-11-09T18:00:00Z,2021-11-26T17:00:00Z,469.29649401092524,469.57,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2021-11-09T14:30:00Z|volume:POC:2021-11-18:469.321875|pivot:2021-11-24T20:00:00Z|pivot:2021-12-08T20:00:00Z|pivot:2021-12-10T14:30:00Z,4,1155,False,,1184,3,5,2021-12-15T21:00:00Z,2021-12-16T18:00:00Z,2021-12-27T17:00:00Z
186,demand,supply,466.23,466.85621026216006,2021-11-15T17:00:00Z,2021-11-15T21:00:00Z,2021-11-30T15:30:00Z,466.23,466.85621026216006,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2021-11-15T17:00:00Z|volume:POC:2021-11-12:466.688125|pivot:2021-11-29T18:00:00Z|pivot:2021-12-09T20:00:00Z,3,1154,False,,1217,5,5,2021-12-22T16:00:00Z,2021-12-22T21:00:00Z,2021-12-31T20:00:00Z
193,supply,supply,472.57,473.54,2021-11-22T15:00:00Z,2021-11-22T19:00:00Z,2021-12-16T18:00:00Z,472.57,473.54,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2021-11-22T15:00:00Z|pivot:2021-12-16T14:30:00Z,2,1183,False,,1187,2,0,2021-12-27T15:30:00Z,2021-12-27T16:00:00Z,2022-01-04T15:30:00Z
220,demand,demand,451.14,451.92,2021-12-20T16:00:00Z,2021-12-20T20:00:00Z,2022-01-20T17:00:00Z,451.14,451.92,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2021-12-20T16:00:00Z|pivot:2022-01-19T20:00:00Z,2,1343,False,,1346,1,0,2022-01-19T21:00:00Z,2022-01-20T21:00:00Z,2022-01-28T20:00:00Z
237,supply,supply,472.36,473.2,2022-01-12T15:00:00Z,2022-01-12T19:00:00Z,2022-01-13T18:00:00Z,472.36,473.2,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2022-01-12T15:00:00Z|pivot:2022-01-13T14:30:00Z,2,1316,True,,1319,1,0,2022-01-13T15:30:00Z,,2022-03-04T15:30:00Z
244,supply,supply,457.3,458.74,2022-01-20T16:00:00Z,2022-01-20T20:00:00Z,2022-02-03T17:00:00Z,457.3,458.74,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2022-01-20T16:00:00Z|pivot:2022-02-02T20:00:00Z,2,1413,True,,1454,3,0,2022-02-10T16:00:00Z,,2022-03-11T16:00:00Z
246,demand,supply,440.66,443.1,2022-01-21T15:00:00Z,2022-01-21T19:00:00Z,2022-01-26T19:00:00Z,440.66,443.1,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2022-01-21T15:00:00Z|pivot:2022-01-26T15:00:00Z,2,1373,False,,1375,2,1,2022-01-28T21:00:00Z,2022-01-31T16:00:00Z,2022-02-08T15:30:00Z
248,supply,demand,439.7264490612181,440.77,2022-01-24T20:00:00Z,2022-01-25T17:00:00Z,2022-02-17T19:00:00Z,439.7264490612181,440.77,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2022-01-24T20:00:00Z|pivot:2022-02-17T15:00:00Z,2,1485,False,,1487,1,5,2022-02-17T16:00:00Z,2022-02-17T20:00:00Z,2022-02-28T19:00:00Z
252,demand,demand,427.82,428.51,2022-01-28T15:00:00Z,2022-01-28T19:00:00Z,2022-03-04T20:00:00Z,427.82,428.51,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2022-01-28T15:00:00Z|pivot:2022-03-04T16:00:00Z|pivot:2022-03-11T14:30:00Z,3,1589,True,,1617,3,4,2022-03-16T19:00:00Z,2022-03-16T14:30:00Z,2022-03-21T14:30:00Z
253,supply,supply,449.9,451.02,2022-02-01T16:00:00Z,2022-02-01T20:00:00Z,2022-02-08T17:00:00Z,449.9,451.02,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2022-02-01T16:00:00Z|pivot:2022-02-07T20:00:00Z,2,1434,False,,1647,4,4,2022-03-22T20:00:00Z,2022-02-10T21:00:00Z,2022-03-23T15:00:00Z
258,demand,demand,445.22,446.41,2022-02-08T15:00:00Z,2022-02-08T19:00:00Z,2022-02-15T20:00:00Z,445.22,446.41,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2022-02-08T15:00:00Z|pivot:2022-02-15T16:00:00Z|pivot:2022-02-15T20:00:00Z,2,1472,False,,1485,1,2,2022-02-16T21:00:00Z,2022-02-17T15:30:00Z,2022-02-25T21:00:00Z
276,supply,supply,440.47,441.11,2022-03-03T14:30:00Z,2022-03-03T18:00:00Z,2022-03-18T16:00:00Z,440.47,441.11,2,pivot|repeated_pivot,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2022-03-03T14:30:00Z|pivot:2022-03-17T19:00:00Z,2,1623,False,,1764,2,4,2022-04-14T19:00:00Z,2022-04-19T14:30:00Z,2022-04-26T20:00:00Z
295,supply,demand,447.99,448.94,2022-03-24T15:00:00Z,2022-03-24T19:00:00Z,2022-04-07T16:00:00Z,447.99,448.94,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2022-03-24T15:00:00Z|pivot:2022-04-06T19:00:00Z,2,1721,False,,1732,0,3,2022-04-08T15:00:00Z,2022-04-08T20:00:00Z,2022-04-19T19:00:00Z
304,demand,supply,444.5,445.75,2022-04-06T14:00:00Z,2022-04-06T18:00:00Z,2022-04-12T17:00:00Z,444.5,445.75,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2022-04-06T14:00:00Z|pivot:2022-04-12T13:30:00Z,2,1743,True,,1790,3,5,2022-04-21T17:00:00Z,2022-04-20T19:00:00Z,2022-05-26T14:30:00Z
313,supply,supply,443.48,444.28,2022-04-19T15:00:00Z,2022-04-19T19:00:00Z,2022-04-21T15:00:00Z,443.48,444.28,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2022-04-19T15:00:00Z|pivot:2022-04-20T18:00:00Z,2,1783,True,,1791,0,2,2022-04-21T18:00:00Z,2022-04-21T17:00:00Z,2022-06-08T15:00:00Z
318,supply,supply,428.2692322988279,429.64,2022-04-25T19:00:00Z,2022-04-26T16:00:00Z,2022-04-29T16:00:00Z,428.2692322988279,429.64,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2022-04-25T19:00:00Z|pivot:2022-04-28T19:00:00Z|pivot:2022-05-04T19:00:00Z,3,1854,True,,1857,2,0,2022-05-04T20:00:00Z,,2022-06-14T19:00:00Z
324,demand,supply,405.02,406.46,2022-05-02T18:00:00Z,2022-05-03T15:00:00Z,2022-05-06T17:00:00Z,405.02,406.46,2,pivot|repeated_pivot,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2022-05-02T18:00:00Z|pivot:2022-05-06T13:30:00Z|pivot:2022-05-10T13:30:00Z,3,1876,False,,1914,2,1,2022-05-17T14:30:00Z,2022-05-17T19:00:00Z,2022-05-25T18:00:00Z
334,demand,demand,386.92,388.6,2022-05-12T13:30:00Z,2022-05-12T17:00:00Z,2022-05-24T18:00:00Z,386.92,388.6,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2022-05-12T13:30:00Z|pivot:2022-05-24T14:00:00Z,2,1947,False,,1950,0,2,2022-05-24T16:00:00Z,2022-06-13T14:30:00Z,2022-06-21T20:00:00Z
341,supply,supply,396.36,397.73,2022-05-23T18:00:00Z,2022-05-24T15:00:00Z,2022-05-25T18:00:00Z,396.36,397.73,2,pivot|repeated_pivot,expired,3,3,pivot|repeated_pivot|volume_profile,pivot:2022-05-23T18:00:00Z|pivot:2022-05-25T14:00:00Z|volume:POC:2022-05-25:396.457500,2,1954,False,,1957,1,0,2022-05-25T15:00:00Z,2022-05-26T14:30:00Z,2022-06-03T20:00:00Z
347,demand,demand,406.93,408.1,2022-06-01T16:00:00Z,2022-06-01T20:00:00Z,2022-06-07T17:00:00Z,406.93,408.1,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2022-06-01T16:00:00Z|pivot:2022-06-07T13:30:00Z,2,2009,False,,2012,1,0,2022-06-07T14:30:00Z,2022-06-09T19:00:00Z,2022-06-17T18:00:00Z
348,supply,supply,416.08,417.44,2022-06-02T19:00:00Z,2022-06-03T16:00:00Z,2022-06-06T18:00:00Z,416.08,417.44,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2022-06-02T19:00:00Z|pivot:2022-06-06T14:00:00Z,2,2003,True,,2019,1,0,2022-06-07T20:00:00Z,,2022-07-25T19:00:00Z
356,demand,supply,374.93,376.28,2022-06-13T15:00:00Z,2022-06-13T19:00:00Z,2022-06-21T19:00:00Z,374.93,376.28,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2022-06-13T15:00:00Z|pivot:2022-06-21T15:00:00Z,2,2074,False,,2189,0,9,2022-07-14T17:00:00Z,2022-07-14T19:00:00Z,2022-07-22T18:00:00Z
367,demand,demand,372.56,373.58,2022-06-23T17:00:00Z,2022-06-24T14:30:00Z,2022-06-30T18:00:00Z,372.56,373.58,2,pivot|repeated_pivot,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2022-06-23T17:00:00Z|pivot:2022-06-30T14:00:00Z|pivot:2022-07-05T14:00:00Z|volume:POC:2022-07-14:373.079375,3,2136,True,,2189,2,2,2022-07-14T17:00:00Z,2022-07-14T16:00:00Z,2022-08-12T17:00:00Z
378,supply,demand,389.94,390.74,2022-07-08T15:00:00Z,2022-07-08T19:00:00Z,2022-07-27T16:00:00Z,389.94,390.74,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2022-07-08T15:00:00Z|pivot:2022-07-26T19:00:00Z,2,2246,True,,2245,1,1,2022-07-26T17:00:00Z,2022-07-19T18:00:00Z,2022-08-26T15:00:00Z
387,supply,demand,395.77,396.47,2022-07-20T16:00:00Z,2022-07-20T20:00:00Z,2022-07-25T20:00:00Z,395.77,396.47,3,pivot|repeated_pivot|role_flip,expired,5,5,order_block|pivot|repeated_pivot|role_flip|volume_profile,pivot:2022-07-20T16:00:00Z|pivot:2022-07-25T16:00:00Z|order_block:2022-07-27T16:00:00Z|structure_break:2022-07-27T18:00:00Z|volume:POC:2022-07-27:396.073542,2,2236,False,,2459,5,5,2022-09-08T14:30:00Z,2022-09-07T19:00:00Z,2022-09-08T16:00:00Z
394,supply,supply,412.63,413.41,2022-08-01T14:00:00Z,2022-08-01T18:00:00Z,2022-08-02T20:00:00Z,412.63,413.41,2,pivot|repeated_pivot,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2022-08-01T14:00:00Z|pivot:2022-08-02T16:00:00Z|volume:POC:2022-08-08:412.915625,2,2278,False,,2312,1,4,2022-08-09T14:30:00Z,2022-08-10T14:30:00Z,2022-08-17T20:00:00Z
400,supply,supply,417.09,417.85,2022-08-08T14:00:00Z,2022-08-08T18:00:00Z,2022-08-25T18:00:00Z,417.09,417.85,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2022-08-08T14:00:00Z|pivot:2022-08-25T14:00:00Z,2,2395,False,,2397,0,2,2022-08-25T15:00:00Z,2022-08-25T20:00:00Z,2022-09-02T19:00:00Z
402,supply,supply,419.21,420.04,2022-08-10T15:00:00Z,2022-08-10T19:00:00Z,2022-08-12T16:00:00Z,419.21,420.04,3,pivot|repeated_pivot|role_flip,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2022-08-10T15:00:00Z|pivot:2022-08-11T19:00:00Z|volume:POC:2022-08-11:419.568750|pivot:2022-08-26T14:00:00Z,3,2402,True,,2403,0,2,2022-08-26T14:30:00Z,2022-08-22T14:30:00Z,2022-09-29T15:00:00Z
417,demand,supply,400.38,401.56,2022-08-29T14:00:00Z,2022-08-29T18:00:00Z,2022-09-02T18:00:00Z,400.38,401.56,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2022-08-29T14:00:00Z|pivot:2022-09-02T14:00:00Z,2,2437,False,,2462,2,1,2022-09-08T16:00:00Z,2022-09-09T14:30:00Z,2022-09-16T20:00:00Z
420,supply,supply,399.91,401.24,2022-08-31T13:30:00Z,2022-08-31T17:00:00Z,2022-09-08T19:00:00Z,399.91,401.24,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2022-08-31T13:30:00Z|pivot:2022-09-08T15:00:00Z,2,2459,False,,2461,2,0,2022-09-08T15:00:00Z,2022-09-09T14:30:00Z,2022-09-16T20:00:00Z
436,demand,demand,363.02,363.65291894203955,2022-09-23T18:00:00Z,2022-09-26T15:00:00Z,2022-09-27T14:30:00Z,363.02,363.65291894203955,2,pivot|repeated_pivot,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2022-09-23T18:00:00Z|pivot:2022-09-26T17:00:00Z|volume:POC:2022-10-07:363.574375,2,2545,True,,2676,3,4,2022-10-21T14:30:00Z,2022-10-13T18:00:00Z,2022-11-11T19:00:00Z
444,demand,demand,356.96,357.68,2022-09-30T19:00:00Z,2022-10-03T16:00:00Z,2022-10-17T16:00:00Z,356.96,357.68,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2022-09-30T19:00:00Z|volume:POC:2022-10-11:357.387500|pivot:2022-10-14T19:00:00Z,2,2645,True,,2647,0,2,2022-10-14T20:00:00Z,2022-10-13T16:00:00Z,2022-11-18T20:00:00Z
446,supply,demand,377.6391407196952,378.76,2022-10-04T19:00:00Z,2022-10-05T16:00:00Z,2022-10-24T17:00:00Z,377.6391407196952,378.76,2,pivot|repeated_pivot,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2022-10-04T19:00:00Z|pivot:2022-10-24T13:30:00Z|volume:POC:2022-10-24:378.177708|pivot:2022-11-07T15:00:00Z,3,2752,False,,2765,3,3,2022-11-08T20:00:00Z,2022-11-09T19:00:00Z,2022-11-17T18:00:00Z
468,supply,supply,390.09646287857566,390.44554686712956,2022-11-01T13:30:00Z,2022-11-01T17:00:00Z,2022-11-17T19:00:00Z,390.09646287857566,390.44554686712956,3,pivot|repeated_pivot|role_flip,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2022-11-01T13:30:00Z|pivot:2022-11-17T15:00:00Z|volume:POC:2022-12-15:390.183125,2,2808,True,,2942,3,2,2022-12-15T18:00:00Z,2022-12-15T17:00:00Z,2022-12-21T17:00:00Z
479,demand,demand,394.83,395.64,2022-11-14T20:00:00Z,2022-11-15T17:00:00Z,2022-12-07T20:00:00Z,394.83,395.64,3,pivot|repeated_pivot|role_flip,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2022-11-14T20:00:00Z|pivot:2022-12-07T16:00:00Z|volume:POC:2022-12-12:395.365000,2,2897,False,,2922,2,10,2022-12-12T19:00:00Z,2022-12-15T15:30:00Z,2022-12-22T21:00:00Z
483,supply,demand,397.36,397.81,2022-11-18T14:30:00Z,2022-11-18T18:00:00Z,2022-12-09T20:00:00Z,397.36,397.81,3,pivot|repeated_pivot|role_flip,expired,4,4,order_block|pivot|repeated_pivot|role_flip,pivot:2022-11-18T14:30:00Z|pivot:2022-12-09T16:00:00Z|order_block:2022-12-09T16:00:00Z|structure_break:2022-12-09T20:00:00Z,2,2911,False,,2937,1,3,2022-12-14T20:00:00Z,2022-12-15T15:30:00Z,2022-12-22T21:00:00Z
486,supply,demand,402.09,402.74,2022-11-23T15:00:00Z,2022-11-23T19:00:00Z,2022-12-02T18:00:00Z,402.09,402.74,4,pivot|repeated_pivot|role_flip|volume_profile,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2022-11-23T15:00:00Z|volume:POC:2022-11-25:402.306250|pivot:2022-12-02T14:30:00Z,2,2874,False,,2876,1,1,2022-12-05T16:00:00Z,2022-12-05T17:00:00Z,2022-12-13T16:00:00Z
488,demand,demand,393.3,394.22,2022-11-29T16:00:00Z,2022-11-29T20:00:00Z,2022-11-30T21:00:00Z,393.3,394.22,2,pivot|repeated_pivot,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2022-11-29T16:00:00Z|pivot:2022-11-30T17:00:00Z,2,2863,False,,2912,3,2,2022-12-09T15:30:00Z,2022-12-15T15:30:00Z,2022-12-22T21:00:00Z
493,supply,supply,409.14,410.49,2022-12-01T15:00:00Z,2022-12-01T19:00:00Z,2022-12-13T18:00:00Z,409.14,410.49,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2022-12-01T15:00:00Z|pivot:2022-12-13T14:30:00Z,2,2923,True,,2926,1,0,2022-12-13T15:30:00Z,,2023-01-24T15:30:00Z
518,demand,demand,378.43,379.32,2022-12-30T18:00:00Z,2023-01-03T15:30:00Z,2023-01-05T20:00:00Z,378.43,379.32,2,pivot|repeated_pivot,expired,2,2,pivot|repeated_pivot,pivot:2022-12-30T18:00:00Z|pivot:2023-01-05T16:00:00Z,2,3030,True,,3038,3,0,2023-01-05T21:00:00Z,,2023-02-22T18:00:00Z
525,supply,supply,397.64,398.49,2023-01-12T19:00:00Z,2023-01-13T16:00:00Z,2023-01-24T19:00:00Z,397.64,398.49,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2023-01-12T19:00:00Z|pivot:2023-01-24T15:00:00Z,2,3113,False,,3123,1,4,2023-01-25T17:00:00Z,2023-01-25T19:00:00Z,2023-02-02T18:00:00Z
526,demand,demand,393.34,394.41,2023-01-13T14:30:00Z,2023-01-13T18:00:00Z,2023-01-25T19:00:00Z,393.34,394.41,3,pivot|repeated_pivot|role_flip,expired,3,3,pivot|repeated_pivot|role_flip,pivot:2023-01-13T14:30:00Z|pivot:2023-01-25T15:00:00Z|pivot:2023-02-24T15:00:00Z,3,3267,False,,3295,5,2,2023-03-01T19:00:00Z,2023-03-02T15:30:00Z,2023-03-09T21:00:00Z
536,supply,supply,407.46,408.91,2023-01-27T20:00:00Z,2023-01-30T17:00:00Z,2023-02-08T15:30:00Z,407.46,408.91,3,pivot|repeated_pivot|role_flip,expired,4,4,pivot|repeated_pivot|role_flip|volume_profile,pivot:2023-01-27T20:00:00Z|pivot:2023-02-07T18:00:00Z|volume:POC:2023-02-07:408.870833,2,3186,True,,3246,3,4,2023-02-17T21:00:00Z,2023-02-17T15:30:00Z,2023-03-20T19:00:00Z
